"Collected","Badge","Card","Booster Only","Badge Section","Effects","Wiki URL","Image URL"
"","Labyrinth Badge","Despairing Prisoner Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Damage: +1%","https://maplestorywiki.net/w/Despairing_Prisoner#Labyrinth_of_Suffering","https://media.maplestorywiki.net/yetidb/Use_Despairing_Prisoner_Familiar.png"
"","Apocalypse Badge","Ancestion Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Attack Power: +2","https://maplestorywiki.net/w/Ancestion#Limina","https://media.maplestorywiki.net/yetidb/Use_Ancestion_Familiar.png"
"","Apocalypse Badge","Transcendion Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Attack Power: +2","https://maplestorywiki.net/w/Transcendion#Limina","https://media.maplestorywiki.net/yetidb/Use_Transcendion_Familiar.png"
"","Apocalypse Badge","Ascendion Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Attack Power: +2","https://maplestorywiki.net/w/Ascendion#Limina","https://media.maplestorywiki.net/yetidb/Use_Ascendion_Familiar.png"
"","Apocalypse Badge","Foreberion Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Attack Power: +2","https://maplestorywiki.net/w/Foreberion#Limina","https://media.maplestorywiki.net/yetidb/Use_Foreberion_Familiar.png"
"","Apocalypse Badge","Embrion Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Attack Power: +2","https://maplestorywiki.net/w/Embrion#Limina","https://media.maplestorywiki.net/yetidb/Use_Embrion_Familiar.png"
"","Ocean Badge","Ahtuin Familiar","FALSE","Does Not Require Booster Packs","Critical Rate: +1%; Damage: +1%","https://maplestorywiki.net/w/Ahtuin#Esfera","https://media.maplestorywiki.net/yetidb/Use_Ahtuin_Familiar.png"
"","Ocean Badge","Atus Familiar","FALSE","Does Not Require Booster Packs","Critical Rate: +1%; Damage: +1%","https://maplestorywiki.net/w/Atus#Esfera","https://media.maplestorywiki.net/yetidb/Use_Atus_Familiar.png"
"","Ocean Badge","Bellalion Familiar","FALSE","Does Not Require Booster Packs","Critical Rate: +1%; Damage: +1%","https://maplestorywiki.net/w/Bellalion#Esfera","https://media.maplestorywiki.net/yetidb/Use_Bellalion_Familiar.png"
"","Ocean Badge","Bellalis Familiar","FALSE","Does Not Require Booster Packs","Critical Rate: +1%; Damage: +1%","https://maplestorywiki.net/w/Bellalis#Esfera","https://media.maplestorywiki.net/yetidb/Use_Bellalis_Familiar.png"
"","Ocean Badge","Aranya Familiar","FALSE","Does Not Require Booster Packs","Critical Rate: +1%; Damage: +1%","https://maplestorywiki.net/w/Aranya#Esfera","https://media.maplestorywiki.net/yetidb/Use_Aranya_Familiar.png"
"","Ocean Badge","Aranea Familiar","FALSE","Does Not Require Booster Packs","Critical Rate: +1%; Damage: +1%","https://maplestorywiki.net/w/Aranea#Esfera","https://media.maplestorywiki.net/yetidb/Use_Aranea_Familiar.png"
"","Ocean Badge","Keeper of Light Familiar","FALSE","Does Not Require Booster Packs","Critical Rate: +1%; Damage: +1%","https://maplestorywiki.net/w/Keeper_of_Light#Esfera","https://media.maplestorywiki.net/yetidb/Use_Keeper_of_Light_Familiar.png"
"","Ocean Badge","Keeper of Darkness Familiar","FALSE","Does Not Require Booster Packs","Critical Rate: +1%; Damage: +1%","https://maplestorywiki.net/w/Keeper_of_Darkness#Esfera","https://media.maplestorywiki.net/yetidb/Use_Keeper_of_Darkness_Familiar.png"
"","Ocean Badge","Light Executor Familiar","FALSE","Does Not Require Booster Packs","Critical Rate: +1%; Damage: +1%","https://maplestorywiki.net/w/Light_Executor#Esfera","https://media.maplestorywiki.net/yetidb/Use_Light_Executor_Familiar.png"
"","Ocean Badge","Dark Executor Familiar","FALSE","Does Not Require Booster Packs","Critical Rate: +1%; Damage: +1%","https://maplestorywiki.net/w/Dark_Executor#Esfera","https://media.maplestorywiki.net/yetidb/Use_Dark_Executor_Familiar.png"
"","Swamp Badge","Xenoroid Echo Type A Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Attack Power: +2","https://maplestorywiki.net/w/Xenoroid_Echo_Type_A#Morass","https://media.maplestorywiki.net/yetidb/Use_Xenoroid_Echo_Type_A_Familiar.png"
"","Swamp Badge","Xenoroid Echo Type B Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Attack Power: +2","https://maplestorywiki.net/w/Xenoroid_Echo_Type_B#Morass","https://media.maplestorywiki.net/yetidb/Use_Xenoroid_Echo_Type_B_Familiar.png"
"","Swamp Badge","Nameless Cat Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Attack Power: +2","https://maplestorywiki.net/w/Nameless_Cat#Morass","https://media.maplestorywiki.net/yetidb/Use_Nameless_Cat_Familiar.png"
"","Swamp Badge","Powerful Gangster Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Attack Power: +2","https://maplestorywiki.net/w/Powerful_Gangster#Morass","https://media.maplestorywiki.net/yetidb/Use_Powerful_Gangster_Familiar.png"
"","Swamp Badge","Strong Gangster Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Attack Power: +2","https://maplestorywiki.net/w/Strong_Gangster#Morass","https://media.maplestorywiki.net/yetidb/Use_Strong_Gangster_Familiar.png"
"","Swamp Badge","Blue Shadow Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Attack Power: +2","https://maplestorywiki.net/w/Blue_Shadow#Morass","https://media.maplestorywiki.net/yetidb/Use_Blue_Shadow_Familiar.png"
"","Swamp Badge","Red Shadow Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Attack Power: +2","https://maplestorywiki.net/w/Red_Shadow_(Monster)#Morass","https://media.maplestorywiki.net/yetidb/Use_Red_Shadow_Familiar.png"
"","Swamp Badge","Experiment Gone Wrong Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Attack Power: +2","https://maplestorywiki.net/w/Experiment_Gone_Wrong#Morass","https://media.maplestorywiki.net/yetidb/Use_Experiment_Gone_Wrong_Familiar.png"
"","Swamp Badge","Big Experiment Gone Wrong Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Attack Power: +2","https://maplestorywiki.net/w/Big_Experiment_Gone_Wrong#Morass","https://media.maplestorywiki.net/yetidb/Use_Big_Experiment_Gone_Wrong_Familiar.png"
"","Swamp Badge","Thralled Guard Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Attack Power: +2","https://maplestorywiki.net/w/Thralled_Guard#Morass","https://media.maplestorywiki.net/yetidb/Use_Thralled_Guard_Familiar.png"
"","Swamp Badge","Thralled Warhammer Knight Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Attack Power: +2","https://maplestorywiki.net/w/Thralled_Warhammer_Knight#Morass","https://media.maplestorywiki.net/yetidb/Use_Thralled_Warhammer_Knight_Familiar.png"
"","Swamp Badge","Thralled Wizard Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Attack Power: +2","https://maplestorywiki.net/w/Thralled_Wizard#Morass","https://media.maplestorywiki.net/yetidb/Use_Thralled_Wizard_Familiar.png"
"","Swamp Badge","Thralled Archer Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Attack Power: +2","https://maplestorywiki.net/w/Thralled_Archer#Morass","https://media.maplestorywiki.net/yetidb/Use_Thralled_Archer_Familiar.png"
"","Holy Badge","Ebonstar Foot Soldier Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Critical Rate: +1%","https://maplestorywiki.net/w/Ebonstar_Foot_Soldier#Cernium","https://media.maplestorywiki.net/yetidb/Use_Ebonstar_Foot_Soldier_Familiar.png"
"","Holy Badge","Ebonstar Archer Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Critical Rate: +1%","https://maplestorywiki.net/w/Ebonstar_Archer#Cernium","https://media.maplestorywiki.net/yetidb/Use_Ebonstar_Archer_Familiar.png"
"","Holy Badge","Monster Gull Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Critical Rate: +1%","https://maplestorywiki.net/w/Monster_Gull#Cernium","https://media.maplestorywiki.net/yetidb/Use_Monster_Gull_Familiar.png"
"","Holy Badge","Fire Spirit Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Critical Rate: +1%","https://maplestorywiki.net/w/Fire_Spirit#Cernium","https://media.maplestorywiki.net/yetidb/Use_Fire_Spirit_Familiar.png"
"","Holy Badge","Wandering Scholar Ghost Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Critical Rate: +1%","https://maplestorywiki.net/w/Wandering_Scholar_Ghost#Cernium","https://media.maplestorywiki.net/yetidb/Use_Wandering_Scholar_Ghost_Familiar.png"
"","Holy Badge","Curious Scholar Ghost Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Critical Rate: +1%","https://maplestorywiki.net/w/Curious_Scholar_Ghost#Cernium","https://media.maplestorywiki.net/yetidb/Use_Curious_Scholar_Ghost_Familiar.png"
"","Holy Badge","Flora Foot Soldier Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Critical Rate: +1%","https://maplestorywiki.net/w/Flora_Foot_Soldier#Burning_Cernium","https://media.maplestorywiki.net/yetidb/Use_Flora_Foot_Soldier_Familiar.png"
"","Holy Badge","Flora Magician Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Critical Rate: +1%","https://maplestorywiki.net/w/Flora_Magician#Burning_Cernium","https://media.maplestorywiki.net/yetidb/Use_Flora_Magician_Familiar.png"
"","Holy Badge","Flora Assassin Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Critical Rate: +1%","https://maplestorywiki.net/w/Flora_Assassin#Burning_Cernium","https://media.maplestorywiki.net/yetidb/Use_Flora_Assassin_Familiar.png"
"","Holy Badge","Flora Heavy Infantry Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Critical Rate: +1%","https://maplestorywiki.net/w/Flora_Heavy_Infantry#Burning_Cernium","https://media.maplestorywiki.net/yetidb/Use_Flora_Heavy_Infantry_Familiar.png"
"","Holy Badge","Ebonstar Bombardier Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Critical Rate: +1%","https://maplestorywiki.net/w/Ebonstar_Bombardier#Burning_Cernium","https://media.maplestorywiki.net/yetidb/Use_Ebonstar_Bombardier_Familiar.png"
"","Holy Badge","Ebonstar Magician Familiar","FALSE","Does Not Require Booster Packs","Attack Power: +1%; Critical Rate: +1%","https://maplestorywiki.net/w/Ebonstar_Magician#Burning_Cernium","https://media.maplestorywiki.net/yetidb/Use_Ebonstar_Magician_Familiar.png"
"","Wasteland Badge","Sandblade Marauder Familiar","FALSE","Does Not Require Booster Packs","Magic Attack: +1%; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Sandblade_Marauder#Hotel_Arcus","https://media.maplestorywiki.net/yetidb/Use_Sandblade_Marauder_Familiar.png"
"","Wasteland Badge","Ironshot Desperado Familiar","FALSE","Does Not Require Booster Packs","Magic Attack: +1%; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Ironshot_Desperado#Hotel_Arcus","https://media.maplestorywiki.net/yetidb/Use_Ironshot_Desperado_Familiar.png"
"","Wasteland Badge","Puxillian Rover Familiar","FALSE","Does Not Require Booster Packs","Magic Attack: +1%; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Puxillian_Rover#Hotel_Arcus","https://media.maplestorywiki.net/yetidb/Use_Puxillian_Rover_Familiar.png"
"","Wasteland Badge","Puxillian Scrounger Familiar","FALSE","Does Not Require Booster Packs","Magic Attack: +1%; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Puxillian_Scrounger#Hotel_Arcus","https://media.maplestorywiki.net/yetidb/Use_Puxillian_Scrounger_Familiar.png"
"","Wasteland Badge","Conductorbot Familiar","FALSE","Does Not Require Booster Packs","Magic Attack: +1%; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Conductorbot#Hotel_Arcus","https://media.maplestorywiki.net/yetidb/Use_Conductorbot_Familiar.png"
"","Wasteland Badge","Houndbot Familiar","FALSE","Does Not Require Booster Packs","Magic Attack: +1%; Ignored Enemy Defense: +3%","https://maplestorywiki.net/w/Houndbot#Hotel_Arcus","https://media.maplestorywiki.net/yetidb/Use_Houndbot_Familiar.png"
"","Researcher Badge","Enhanced Corallite Guardian Familiar","FALSE","Does Not Require Booster Packs","Damage: +1%; Max HP: +1%","https://maplestorywiki.net/w/Enhanced_Corallite_Guardian#Odium","https://media.maplestorywiki.net/yetidb/Use_Enhanced_Corallite_Guardian_Familiar.png"
"","Researcher Badge","Enhanced Olivine Guardian Familiar","FALSE","Does Not Require Booster Packs","Damage: +1%; Max HP: +1%","https://maplestorywiki.net/w/Enhanced_Olivine_Guardian#Odium","https://media.maplestorywiki.net/yetidb/Use_Enhanced_Olivine_Guardian_Familiar.png"
"","Researcher Badge","Enhanced Diamond Guardian Familiar","FALSE","Does Not Require Booster Packs","Damage: +1%; Max HP: +1%","https://maplestorywiki.net/w/Enhanced_Diamond_Guardian#Odium","https://media.maplestorywiki.net/yetidb/Use_Enhanced_Diamond_Guardian_Familiar.png"
"","Researcher Badge","Angler Bomb Tester Familiar","FALSE","Does Not Require Booster Packs","Damage: +1%; Max HP: +1%","https://maplestorywiki.net/w/Angler_Bomb_Tester#Odium","https://media.maplestorywiki.net/yetidb/Use_Angler_Bomb_Tester_Familiar.png"
"","Researcher Badge","Angler Melee Tester Familiar","FALSE","Does Not Require Booster Packs","Damage: +1%; Max HP: +1%","https://maplestorywiki.net/w/Angler_Melee_Tester#Odium","https://media.maplestorywiki.net/yetidb/Use_Angler_Melee_Tester_Familiar.png"
"","Researcher Badge","Angler Electro Tester Familiar","FALSE","Does Not Require Booster Packs","Damage: +1%; Max HP: +1%","https://maplestorywiki.net/w/Angler_Electro_Tester#Odium","https://media.maplestorywiki.net/yetidb/Use_Angler_Electro_Tester_Familiar.png"
"","Researcher Badge","Guard Corundum Familiar","FALSE","Does Not Require Booster Packs","Damage: +1%; Max HP: +1%","https://maplestorywiki.net/w/Guard_Corundum#Odium","https://media.maplestorywiki.net/yetidb/Use_Guard_Corundum_Familiar.png"
"","Researcher Badge","Guard Agate Familiar","FALSE","Does Not Require Booster Packs","Damage: +1%; Max HP: +1%","https://maplestorywiki.net/w/Guard_Agate#Odium","https://media.maplestorywiki.net/yetidb/Use_Guard_Agate_Familiar.png"
"","Researcher Badge","Disintegrating Test Subject Familiar","FALSE","Does Not Require Booster Packs","Damage: +1%; Max HP: +1%","https://maplestorywiki.net/w/Disintegrating_Test_Subject#Odium","https://media.maplestorywiki.net/yetidb/Use_Disintegrating_Test_Subject_Familiar.png"
"","Researcher Badge","Failed Subject Familiar","FALSE","Does Not Require Booster Packs","Damage: +1%; Max HP: +1%","https://maplestorywiki.net/w/Failed_Subject#Odium","https://media.maplestorywiki.net/yetidb/Use_Failed_Subject_Familiar.png"
"","Researcher Badge","Ink-Shaded Butterfly Familiar","FALSE","Does Not Require Booster Packs","Damage: +1%; Max HP: +1%","https://maplestorywiki.net/w/Ink-Shaded_Butterfly#Shangri-La","https://media.maplestorywiki.net/yetidb/Use_Ink-Shaded_Butterfly_Familiar.png"
"","Researcher Badge","Withered Spring Researcher Familiar","FALSE","Does Not Require Booster Packs","Damage: +1%; Max HP: +1%","https://maplestorywiki.net/w/Withered_Spring_Researcher#Shangri-La","https://media.maplestorywiki.net/yetidb/Use_Withered_Spring_Researcher_Familiar.png"
"","Researcher Badge","Ink-Shaded Red-Crowned Crane Familiar","FALSE","Does Not Require Booster Packs","Damage: +1%; Max HP: +1%","https://maplestorywiki.net/w/Ink-Shaded_Red-Crowned_Crane#Shangri-La","https://media.maplestorywiki.net/yetidb/Use_Ink-Shaded_Red-Crowned_Crane_Familiar.png"
"","Researcher Badge","Gentle Summer Researcher Familiar","FALSE","Does Not Require Booster Packs","Damage: +1%; Max HP: +1%","https://maplestorywiki.net/w/Gentle_Summer_Researcher#Shangri-La","https://media.maplestorywiki.net/yetidb/Use_Gentle_Summer_Researcher_Familiar.png"
"","Researcher Badge","Inkblot Sable Familiar","FALSE","Does Not Require Booster Packs","Damage: +1%; Max HP: +1%","https://maplestorywiki.net/w/Inkblot_Sable#Shangri-La","https://media.maplestorywiki.net/yetidb/Use_Inkblot_Sable_Familiar.png"
"","Researcher Badge","Drowsy Autumn Researcher Familiar","FALSE","Does Not Require Booster Packs","Damage: +1%; Max HP: +1%","https://maplestorywiki.net/w/Drowsy_Autumn_Researcher#Shangri-La","https://media.maplestorywiki.net/yetidb/Use_Drowsy_Autumn_Researcher_Familiar.png"
"","Researcher Badge","Harsh Winter Researcher Familiar","FALSE","Does Not Require Booster Packs","Damage: +1%; Max HP: +1%","https://maplestorywiki.net/w/Harsh_Winter_Researcher#Shangri-La","https://media.maplestorywiki.net/yetidb/Use_Harsh_Winter_Researcher_Familiar.png"
"","Researcher Badge","Ink-Winged Owl Familiar","FALSE","Does Not Require Booster Packs","Damage: +1%; Max HP: +1%","https://maplestorywiki.net/w/Ink-Winged_Owl#Shangri-La","https://media.maplestorywiki.net/yetidb/Use_Ink-Winged_Owl_Familiar.png"
"","Flora Army Badge","High Flora Foot Soldier Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Max MP: +1%","https://maplestorywiki.net/w/High_Flora_Foot_Soldier#Arteria","https://media.maplestorywiki.net/yetidb/Use_High_Flora_Foot_Soldier_Familiar.png"
"","Flora Army Badge","High Flora Magician Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Max MP: +1%","https://maplestorywiki.net/w/High_Flora_Magician#Arteria","https://media.maplestorywiki.net/yetidb/Use_High_Flora_Magician_Familiar.png"
"","Flora Army Badge","High Flora Armored Soldier Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Max MP: +1%","https://maplestorywiki.net/w/High_Flora_Armored_Soldier#Arteria","https://media.maplestorywiki.net/yetidb/Use_High_Flora_Armored_Soldier_Familiar.png"
"","Flora Army Badge","High Flora Longswordsman Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Max MP: +1%","https://maplestorywiki.net/w/High_Flora_Longswordsman#Arteria","https://media.maplestorywiki.net/yetidb/Use_High_Flora_Longswordsman_Familiar.png"
"","Flora Army Badge","Frozen Flora Foot Soldier Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Max MP: +1%","https://maplestorywiki.net/w/Frozen_Flora_Foot_Soldier#Arteria","https://media.maplestorywiki.net/yetidb/Use_Frozen_Flora_Foot_Soldier_Familiar.png"
"","Flora Army Badge","Frozen Flora Magician Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Max MP: +1%","https://maplestorywiki.net/w/Frozen_Flora_Magician#Arteria","https://media.maplestorywiki.net/yetidb/Use_Frozen_Flora_Magician_Familiar.png"
"","Flora Army Badge","Despairing Guard Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Max MP: +1%","https://maplestorywiki.net/w/Despairing_Guard#Carcion","https://media.maplestorywiki.net/yetidb/Use_Despairing_Guard_Familiar.png"
"","Flora Army Badge","Monstrous Shadow Bird Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Max MP: +1%","https://maplestorywiki.net/w/Monstrous_Shadow_Bird#Carcion","https://media.maplestorywiki.net/yetidb/Use_Monstrous_Shadow_Bird_Familiar.png"
"","Flora Army Badge","Abyssal Guard Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Max MP: +1%","https://maplestorywiki.net/w/Abyssal_Guard#Carcion","https://media.maplestorywiki.net/yetidb/Use_Abyssal_Guard_Familiar.png"
"","Flora Army Badge","Despairing Hunter Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Max MP: +1%","https://maplestorywiki.net/w/Despairing_Hunter#Carcion","https://media.maplestorywiki.net/yetidb/Use_Despairing_Hunter_Familiar.png"
"","Flora Army Badge","Shadowy Black Panther Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Max MP: +1%","https://maplestorywiki.net/w/Shadowy_Black_Panther#Carcion","https://media.maplestorywiki.net/yetidb/Use_Shadowy_Black_Panther_Familiar.png"
"","Flora Army Badge","Abyssal Hunter Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Max MP: +1%","https://maplestorywiki.net/w/Abyssal_Hunter#Carcion","https://media.maplestorywiki.net/yetidb/Use_Abyssal_Hunter_Familiar.png"
"","Flora Army Badge","Knight of the Source Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Max MP: +1%","https://maplestorywiki.net/w/Knight_of_the_Source#Carcion","https://media.maplestorywiki.net/yetidb/Use_Knight_of_the_Source_Familiar.png"
"","Flora Army Badge","Priest of the Source Familiar","FALSE","Does Not Require Booster Packs","All Stats: +1%; Max MP: +1%","https://maplestorywiki.net/w/Priest_of_the_Source#Carcion","https://media.maplestorywiki.net/yetidb/Use_Priest_of_the_Source_Familiar.png"
"","Shadow Badge","Octopus Familiar","FALSE","Requires Booster Packs","LUK: +2","https://maplestorywiki.net/w/Octopus#Kerning_City","https://media.maplestorywiki.net/yetidb/Use_Octopus_Familiar.png"
"","Shadow Badge","Stirge Familiar","FALSE","Requires Booster Packs","LUK: +2","https://maplestorywiki.net/w/Stirge#Kerning_City","https://media.maplestorywiki.net/yetidb/Use_Stirge_Familiar.png"
"","Shadow Badge","Jr. Wraith Familiar","FALSE","Requires Booster Packs","LUK: +2","https://maplestorywiki.net/w/Jr._Wraith#Kerning_City","https://media.maplestorywiki.net/yetidb/Use_Jr._Wraith_Familiar.png"
"","Shadow Badge","Wraith Familiar","FALSE","Requires Booster Packs","LUK: +2","https://maplestorywiki.net/w/Wraith#Kerning_City","https://media.maplestorywiki.net/yetidb/Use_Wraith_Familiar.png"
"","Shadow Badge","Shade Familiar","FALSE","Requires Booster Packs","LUK: +2","https://maplestorywiki.net/w/Shade_(Monster)#Kerning_City","https://media.maplestorywiki.net/yetidb/Use_Shade_Familiar.png"
"","Shadow Badge","Jr. Necki Familiar","FALSE","Requires Booster Packs","LUK: +2","https://maplestorywiki.net/w/Jr._Necki#Kerning_City","https://media.maplestorywiki.net/yetidb/Use_Jr._Necki_Familiar.png"
"","Shadow Badge","Ligator Familiar","FALSE","Requires Booster Packs","LUK: +2","https://maplestorywiki.net/w/Ligator#Kerning_City","https://media.maplestorywiki.net/yetidb/Use_Ligator_Familiar.png"
"","Shadow Badge","Croco Familiar","FALSE","Requires Booster Packs","LUK: +2","https://maplestorywiki.net/w/Croco#Kerning_City","https://media.maplestorywiki.net/yetidb/Use_Croco_Familiar.png"
"","Shadow Badge","Muddy Swamp Monster Familiar","FALSE","Requires Booster Packs","LUK: +2","https://maplestorywiki.net/w/Muddy_Swamp_Monster#Kerning_City","https://media.maplestorywiki.net/yetidb/Use_Muddy_Swamp_Monster_Familiar.png"
"","Shadow Badge","Dyle Familiar","FALSE","Requires Booster Packs","LUK: +2","https://maplestorywiki.net/w/Dyle#Kerning_City","https://media.maplestorywiki.net/yetidb/Use_Dyle_Familiar.png"
"","Shadow Badge","King Slime Familiar","TRUE","Requires Booster Packs","LUK: +2","","https://media.maplestorywiki.net/yetidb/Use_King_Slime_Familiar.png"
"","Magical Badge","Slime Familiar","FALSE","Requires Booster Packs","INT: +2","https://maplestorywiki.net/w/Slime#Ellinia","https://media.maplestorywiki.net/yetidb/Use_Slime_Familiar.png"
"","Magical Badge","Bubbling Familiar","FALSE","Requires Booster Packs","INT: +2","https://maplestorywiki.net/w/Bubbling#Ellinia","https://media.maplestorywiki.net/yetidb/Use_Bubbling_Familiar.png"
"","Magical Badge","Strange Pig Familiar","FALSE","Requires Booster Packs","INT: +2","https://maplestorywiki.net/w/Strange_Pig#Farm#Ellinia","https://media.maplestorywiki.net/yetidb/Use_Strange_Pig_Familiar.png"
"","Magical Badge","Fairy Familiar","FALSE","Requires Booster Packs","INT: +2","https://maplestorywiki.net/w/Fairy#Ellinia","https://media.maplestorywiki.net/yetidb/Use_Fairy_Familiar.png"
"","Magical Badge","Royal Fairy Familiar","FALSE","Requires Booster Packs","INT: +2","https://maplestorywiki.net/w/Royal_Fairy#Ellinia","https://media.maplestorywiki.net/yetidb/Use_Royal_Fairy_Familiar.png"
"","Magical Badge","Evil Eye Familiar","FALSE","Requires Booster Packs","INT: +2","https://maplestorywiki.net/w/Evil_Eye_(Monster)#Ellinia","https://media.maplestorywiki.net/yetidb/Use_Evil_Eye_Familiar.png"
"","Magical Badge","Curse Eye Familiar","FALSE","Requires Booster Packs","INT: +2","https://maplestorywiki.net/w/Curse_Eye#Ellinia","https://media.maplestorywiki.net/yetidb/Use_Curse_Eye_Familiar.png"
"","Magical Badge","Cold Eye Familiar","FALSE","Requires Booster Packs","INT: +2","https://maplestorywiki.net/w/Cold_Eye#Ellinia","https://media.maplestorywiki.net/yetidb/Use_Cold_Eye_Familiar.png"
"","Magical Badge","Surgeon Eye Familiar","FALSE","Requires Booster Packs","INT: +2","https://maplestorywiki.net/w/Surgeon_Eye#Ellinia","https://media.maplestorywiki.net/yetidb/Use_Surgeon_Eye_Familiar.png"
"","Magical Badge","Lupin Familiar","TRUE","Requires Booster Packs","INT: +2","","https://media.maplestorywiki.net/yetidb/Use_Lupin_Familiar.png"
"","Magical Badge","Zombie Lupin Familiar","TRUE","Requires Booster Packs","INT: +2","","https://media.maplestorywiki.net/yetidb/Use_Zombie_Lupin_Familiar.png"
"","Magical Badge","Malady Familiar","TRUE","Requires Booster Packs","INT: +2","","https://media.maplestorywiki.net/yetidb/Use_Malady_Familiar.png"
"","Beach Badge","Snail Familiar","FALSE","Requires Booster Packs","Speed: +1; Magic Attack: +1%","https://maplestorywiki.net/w/Snail#Lith_Harbor","https://media.maplestorywiki.net/yetidb/Use_Snail_Familiar.png"
"","Beach Badge","Muru Familiar","FALSE","Requires Booster Packs","Speed: +1; Magic Attack: +1%","https://maplestorywiki.net/w/Muru#Rien","https://media.maplestorywiki.net/yetidb/Use_Muru_Familiar.png"
"","Beach Badge","Blue Snail Familiar","FALSE","Requires Booster Packs","Speed: +1; Magic Attack: +1%","https://maplestorywiki.net/w/Blue_Snail#Lith_Harbor","https://media.maplestorywiki.net/yetidb/Use_Blue_Snail_Familiar.png"
"","Beach Badge","Spore Familiar","FALSE","Requires Booster Packs","Speed: +1; Magic Attack: +1%","https://maplestorywiki.net/w/Spore#Lith_Harbor","https://media.maplestorywiki.net/yetidb/Use_Spore_Familiar.png"
"","Beach Badge","Murupa Familiar","FALSE","Requires Booster Packs","Speed: +1; Magic Attack: +1%","https://maplestorywiki.net/w/Murupa#Rien","https://media.maplestorywiki.net/yetidb/Use_Murupa_Familiar.png"
"","Beach Badge","Red Snail Familiar","FALSE","Requires Booster Packs","Speed: +1; Magic Attack: +1%","https://maplestorywiki.net/w/Red_Snail#Lith_Harbor","https://media.maplestorywiki.net/yetidb/Use_Red_Snail_Familiar.png"
"","Beach Badge","Murupia Familiar","FALSE","Requires Booster Packs","Speed: +1; Magic Attack: +1%","https://maplestorywiki.net/w/Murupia#Rien","https://media.maplestorywiki.net/yetidb/Use_Murupia_Familiar.png"
"","Beach Badge","Pig Familiar","FALSE","Requires Booster Packs","Speed: +1; Magic Attack: +1%","https://maplestorywiki.net/w/Pig#Victoria_Island","https://media.maplestorywiki.net/yetidb/Use_Pig_Familiar.png"
"","Beach Badge","Murumuru Familiar","FALSE","Requires Booster Packs","Speed: +1; Magic Attack: +1%","https://maplestorywiki.net/w/Murumuru#Rien","https://media.maplestorywiki.net/yetidb/Use_Murumuru_Familiar.png"
"","Beach Badge","Murukun Familiar","FALSE","Requires Booster Packs","Speed: +1; Magic Attack: +1%","https://maplestorywiki.net/w/Murukun#Rien","https://media.maplestorywiki.net/yetidb/Use_Murukun_Familiar.png"
